folder_path	research_file	direct_file_count	recursive_file_count	direct_child_folder_count	status
sources/os/plan9/9front/sys/src/cmd	Docs/researches/sources/os/plan9/9front/sys/src/cmd/current_folder_research.md	159	4285	134	ok
sources/os/plan9/9front/sys/src/lib9p	Docs/researches/sources/os/plan9/9front/sys/src/lib9p/current_folder_research.md	25	25	0	ok
sources/os/plan9/plan9/sys/src/9	Docs/researches/sources/os/plan9/plan9/sys/src/9/current_folder_research.md	0	553	12	ok
sources/os/plan9/plan9/sys/src/cmd	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/current_folder_research.md	128	4190	110	ok
sources/os/plan9/plan9/sys/src/lib9p	Docs/researches/sources/os/plan9/plan9/sys/src/lib9p/current_folder_research.md	17	17	0	ok
sources/teaching/minix/minix/drivers/storage/ahci	Docs/researches/sources/teaching/minix/minix/drivers/storage/ahci/current_folder_research.md	3	3	0	ok
sources/teaching/minix/minix/drivers/storage/at_wini	Docs/researches/sources/teaching/minix/minix/drivers/storage/at_wini/current_folder_research.md	4	4	0	ok
sources/teaching/minix/minix/drivers/storage/fbd	Docs/researches/sources/teaching/minix/minix/drivers/storage/fbd/current_folder_research.md	6	6	0	ok
sources/teaching/minix/minix/drivers/storage/filter	Docs/researches/sources/teaching/minix/minix/drivers/storage/filter/current_folder_research.md	10	10	0	ok
sources/teaching/minix/minix/drivers/storage/floppy	Docs/researches/sources/teaching/minix/minix/drivers/storage/floppy/current_folder_research.md	4	4	0	ok
sources/teaching/minix/minix/drivers/storage/memory	Docs/researches/sources/teaching/minix/minix/drivers/storage/memory/current_folder_research.md	3	3	0	ok
sources/teaching/minix/minix/drivers/storage/mmc	Docs/researches/sources/teaching/minix/minix/drivers/storage/mmc/current_folder_research.md	9	9	0	ok
sources/teaching/minix/minix/drivers/storage/ramdisk	Docs/researches/sources/teaching/minix/minix/drivers/storage/ramdisk/current_folder_research.md	2	2	0	ok
sources/teaching/minix/minix/drivers/storage/virtio_blk	Docs/researches/sources/teaching/minix/minix/drivers/storage/virtio_blk/current_folder_research.md	3	3	0	ok
sources/teaching/minix/minix/drivers/storage/vnd	Docs/researches/sources/teaching/minix/minix/drivers/storage/vnd/current_folder_research.md	2	2	0	ok
sources/virtualization/guestfs-tools/builder/test-config/virt-builder/repos.d	Docs/researches/sources/virtualization/guestfs-tools/builder/test-config/virt-builder/repos.d/current_folder_research.md	1	1	0	ok
sources/virtualization/guestfs-tools/builder/test-simplestreams/streams/v1	Docs/researches/sources/virtualization/guestfs-tools/builder/test-simplestreams/streams/v1/current_folder_research.md	2	2	0	ok
sources/virtualization/guestfs-tools/builder/test-simplestreams/virt-builder/repos.d	Docs/researches/sources/virtualization/guestfs-tools/builder/test-simplestreams/virt-builder/repos.d/current_folder_research.md	1	1	0	ok
sources/virtualization/guestfs-tools/builder/test-website/virt-builder/repos.d	Docs/researches/sources/virtualization/guestfs-tools/builder/test-website/virt-builder/repos.d/current_folder_research.md	1	1	0	ok
sources/virtualization/libblockdev/src/python/gi/overrides	Docs/researches/sources/virtualization/libblockdev/src/python/gi/overrides/current_folder_research.md	2	2	0	ok
sources/virtualization/nbdkit/plugins/golang/examples/disk	Docs/researches/sources/virtualization/nbdkit/plugins/golang/examples/disk/current_folder_research.md	1	1	0	ok
sources/virtualization/nbdkit/plugins/golang/examples/dump-plugin	Docs/researches/sources/virtualization/nbdkit/plugins/golang/examples/dump-plugin/current_folder_research.md	1	1	0	ok
sources/virtualization/nbdkit/plugins/golang/examples/minimal	Docs/researches/sources/virtualization/nbdkit/plugins/golang/examples/minimal/current_folder_research.md	1	1	0	ok
sources/virtualization/nbdkit/plugins/golang/examples/ramdisk	Docs/researches/sources/virtualization/nbdkit/plugins/golang/examples/ramdisk/current_folder_research.md	1	1	0	ok
sources/virtualization/nbdkit/plugins/golang/src/libguestfs.org	Docs/researches/sources/virtualization/nbdkit/plugins/golang/src/libguestfs.org/current_folder_research.md	0	4	1	ok
sources/virtualization/nbdkit/plugins/rust/tests/common	Docs/researches/sources/virtualization/nbdkit/plugins/rust/tests/common/current_folder_research.md	1	1	0	ok
sources/virtualization/nvme-cli/libnvme/test/config/data	Docs/researches/sources/virtualization/nvme-cli/libnvme/test/config/data/current_folder_research.md	5	5	0	ok
sources/virtualization/spdk/module/event/subsystems/accel	Docs/researches/sources/virtualization/spdk/module/event/subsystems/accel/current_folder_research.md	2	2	0	ok
sources/virtualization/spdk/module/event/subsystems/bdev	Docs/researches/sources/virtualization/spdk/module/event/subsystems/bdev/current_folder_research.md	2	2	0	ok
sources/virtualization/spdk/module/event/subsystems/fsdev	Docs/researches/sources/virtualization/spdk/module/event/subsystems/fsdev/current_folder_research.md	2	2	0	ok
sources/virtualization/spdk/module/event/subsystems/iobuf	Docs/researches/sources/virtualization/spdk/module/event/subsystems/iobuf/current_folder_research.md	3	3	0	ok
sources/virtualization/spdk/module/event/subsystems/iscsi	Docs/researches/sources/virtualization/spdk/module/event/subsystems/iscsi/current_folder_research.md	2	2	0	ok
sources/virtualization/spdk/module/event/subsystems/keyring	Docs/researches/sources/virtualization/spdk/module/event/subsystems/keyring/current_folder_research.md	2	2	0	ok
sources/virtualization/spdk/module/event/subsystems/nbd	Docs/researches/sources/virtualization/spdk/module/event/subsystems/nbd/current_folder_research.md	2	2	0	ok
sources/virtualization/spdk/module/event/subsystems/nvmf	Docs/researches/sources/virtualization/spdk/module/event/subsystems/nvmf/current_folder_research.md	4	4	0	ok
sources/virtualization/spdk/module/event/subsystems/scheduler	Docs/researches/sources/virtualization/spdk/module/event/subsystems/scheduler/current_folder_research.md	2	2	0	ok
sources/virtualization/spdk/module/event/subsystems/scsi	Docs/researches/sources/virtualization/spdk/module/event/subsystems/scsi/current_folder_research.md	2	2	0	ok
sources/virtualization/spdk/module/event/subsystems/sock	Docs/researches/sources/virtualization/spdk/module/event/subsystems/sock/current_folder_research.md	2	2	0	ok
sources/virtualization/spdk/module/event/subsystems/ublk	Docs/researches/sources/virtualization/spdk/module/event/subsystems/ublk/current_folder_research.md	2	2	0	ok
sources/virtualization/spdk/module/event/subsystems/vfu_tgt	Docs/researches/sources/virtualization/spdk/module/event/subsystems/vfu_tgt/current_folder_research.md	2	2	0	ok
sources/virtualization/spdk/module/event/subsystems/vhost_blk	Docs/researches/sources/virtualization/spdk/module/event/subsystems/vhost_blk/current_folder_research.md	2	2	0	ok
sources/virtualization/spdk/module/event/subsystems/vhost_scsi	Docs/researches/sources/virtualization/spdk/module/event/subsystems/vhost_scsi/current_folder_research.md	2	2	0	ok
sources/virtualization/spdk/module/event/subsystems/vmd	Docs/researches/sources/virtualization/spdk/module/event/subsystems/vmd/current_folder_research.md	4	4	0	ok
sources/virtualization/virtiofsd/src/passthrough/device_state/preserialization	Docs/researches/sources/virtualization/virtiofsd/src/passthrough/device_state/preserialization/current_folder_research.md	4	4	0	ok
sources/windows/reactos/drivers/filesystems/btrfs/zstd	Docs/researches/sources/windows/reactos/drivers/filesystems/btrfs/zstd/current_folder_research.md	45	45	0	ok
sources/windows/reactos/drivers/filesystems/ext2/inc	Docs/researches/sources/windows/reactos/drivers/filesystems/ext2/inc/current_folder_research.md	3	52	2	ok
sources/windows/reactos/drivers/filesystems/ext2/src	Docs/researches/sources/windows/reactos/drivers/filesystems/ext2/src/current_folder_research.md	28	81	4	ok
sources/windows/reactos/drivers/filesystems/udfs/CDRW	Docs/researches/sources/windows/reactos/drivers/filesystems/udfs/CDRW/current_folder_research.md	3	3	0	ok
sources/windows/reactos/drivers/filesystems/udfs/Include	Docs/researches/sources/windows/reactos/drivers/filesystems/udfs/Include/current_folder_research.md	35	41	1	ok
sources/windows/reactos/drivers/filesystems/udfs/udf_info	Docs/researches/sources/windows/reactos/drivers/filesystems/udfs/udf_info/current_folder_research.md	14	14	0	ok
sources/windows/reactos/ntoskrnl/io/pnpmgr/arb	Docs/researches/sources/windows/reactos/ntoskrnl/io/pnpmgr/arb/current_folder_research.md	5	5	0	ok
sources/windows/reactos/ntoskrnl/mm/ARM3/arm	Docs/researches/sources/windows/reactos/ntoskrnl/mm/ARM3/arm/current_folder_research.md	1	1	0	ok
sources/windows/reactos/ntoskrnl/mm/ARM3/i386	Docs/researches/sources/windows/reactos/ntoskrnl/mm/ARM3/i386/current_folder_research.md	1	1	0	ok
sources/windows/reactos/sdk/lib/fslib/btrfslib	Docs/researches/sources/windows/reactos/sdk/lib/fslib/btrfslib/current_folder_research.md	2	2	0	ok
sources/windows/reactos/sdk/lib/fslib/cdfslib	Docs/researches/sources/windows/reactos/sdk/lib/fslib/cdfslib/current_folder_research.md	2	2	0	ok
sources/windows/reactos/sdk/lib/fslib/ext2lib	Docs/researches/sources/windows/reactos/sdk/lib/fslib/ext2lib/current_folder_research.md	15	15	0	ok
sources/windows/reactos/sdk/lib/fslib/ntfslib	Docs/researches/sources/windows/reactos/sdk/lib/fslib/ntfslib/current_folder_research.md	2	2	0	ok
sources/windows/reactos/sdk/lib/fslib/vfatlib	Docs/researches/sources/windows/reactos/sdk/lib/fslib/vfatlib/current_folder_research.md	8	31	1	ok
sources/windows/reactos/sdk/lib/fslib/vfatxlib	Docs/researches/sources/windows/reactos/sdk/lib/fslib/vfatxlib/current_folder_research.md	4	4	0	ok
sources/windows/windows-driver-samples/filesys/miniFilter/avscan/filter	Docs/researches/sources/windows/windows-driver-samples/filesys/miniFilter/avscan/filter/current_folder_research.md	11	11	0	ok
sources/windows/windows-driver-samples/filesys/miniFilter/avscan/inc	Docs/researches/sources/windows/windows-driver-samples/filesys/miniFilter/avscan/inc/current_folder_research.md	1	1	0	ok
sources/windows/windows-driver-samples/filesys/miniFilter/avscan/user	Docs/researches/sources/windows/windows-driver-samples/filesys/miniFilter/avscan/user/current_folder_research.md	5	5	0	ok
sources/windows/windows-driver-samples/filesys/miniFilter/minispy/filter	Docs/researches/sources/windows/windows-driver-samples/filesys/miniFilter/minispy/filter/current_folder_research.md	4	4	0	ok
sources/windows/windows-driver-samples/filesys/miniFilter/minispy/inc	Docs/researches/sources/windows/windows-driver-samples/filesys/miniFilter/minispy/inc/current_folder_research.md	1	1	0	ok
sources/windows/windows-driver-samples/filesys/miniFilter/minispy/user	Docs/researches/sources/windows/windows-driver-samples/filesys/miniFilter/minispy/user/current_folder_research.md	3	3	0	ok
sources/windows/windows-driver-samples/filesys/miniFilter/scanner/filter	Docs/researches/sources/windows/windows-driver-samples/filesys/miniFilter/scanner/filter/current_folder_research.md	2	2	0	ok
sources/windows/windows-driver-samples/filesys/miniFilter/scanner/inc	Docs/researches/sources/windows/windows-driver-samples/filesys/miniFilter/scanner/inc/current_folder_research.md	1	1	0	ok
sources/windows/windows-driver-samples/filesys/miniFilter/scanner/user	Docs/researches/sources/windows/windows-driver-samples/filesys/miniFilter/scanner/user/current_folder_research.md	2	2	0	ok
sources/block-storage/stratisd/src/engine/strat_engine/backstore/backstore	Docs/researches/sources/block-storage/stratisd/src/engine/strat_engine/backstore/backstore/current_folder_research.md	3	3	0	ok
sources/block-storage/stratisd/src/engine/strat_engine/backstore/blockdev	Docs/researches/sources/block-storage/stratisd/src/engine/strat_engine/backstore/blockdev/current_folder_research.md	3	3	0	ok
sources/block-storage/stratisd/src/engine/strat_engine/crypt/handle	Docs/researches/sources/block-storage/stratisd/src/engine/strat_engine/crypt/handle/current_folder_research.md	3	3	0	ok
sources/os/bsd/dragonflybsd/sys/vfs/hammer2/xxhash	Docs/researches/sources/os/bsd/dragonflybsd/sys/vfs/hammer2/xxhash/current_folder_research.md	2	2	0	ok
sources/os/bsd/dragonflybsd/sys/vfs/hammer2/zlib	Docs/researches/sources/os/bsd/dragonflybsd/sys/vfs/hammer2/zlib/current_folder_research.md	16	16	0	ok
sources/os/bsd/dragonflybsd/sys/vfs/isofs/cd9660	Docs/researches/sources/os/bsd/dragonflybsd/sys/vfs/isofs/cd9660/current_folder_research.md	13	15	1	ok
sources/os/bsd/dragonflybsd/sys/vfs/msdosfs/msdosfs_iconv	Docs/researches/sources/os/bsd/dragonflybsd/sys/vfs/msdosfs/msdosfs_iconv/current_folder_research.md	2	2	0	ok
sources/os/bsd/dragonflybsd/sys/vfs/ntfs/ntfs_iconv	Docs/researches/sources/os/bsd/dragonflybsd/sys/vfs/ntfs/ntfs_iconv/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/nvmecontrol/modules/intel	Docs/researches/sources/os/bsd/freebsd-src/sbin/nvmecontrol/modules/intel/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/nvmecontrol/modules/micron	Docs/researches/sources/os/bsd/freebsd-src/sbin/nvmecontrol/modules/micron/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/nvmecontrol/modules/samsung	Docs/researches/sources/os/bsd/freebsd-src/sbin/nvmecontrol/modules/samsung/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/nvmecontrol/modules/wdc	Docs/researches/sources/os/bsd/freebsd-src/sbin/nvmecontrol/modules/wdc/current_folder_research.md	2	2	0	ok
sources/os/bsd/freebsd-src/sbin/pfctl/tests/files	Docs/researches/sources/os/bsd/freebsd-src/sbin/pfctl/tests/files/current_folder_research.md	154	154	0	ok
sources/os/bsd/netbsd-src/lib/csu/arch/aarch64	Docs/researches/sources/os/bsd/netbsd-src/lib/csu/arch/aarch64/current_folder_research.md	6	6	0	ok
sources/os/bsd/netbsd-src/lib/csu/arch/alpha	Docs/researches/sources/os/bsd/netbsd-src/lib/csu/arch/alpha/current_folder_research.md	7	7	0	ok
sources/os/bsd/netbsd-src/lib/csu/arch/arm	Docs/researches/sources/os/bsd/netbsd-src/lib/csu/arch/arm/current_folder_research.md	6	6	0	ok
sources/os/bsd/netbsd-src/lib/csu/arch/earm	Docs/researches/sources/os/bsd/netbsd-src/lib/csu/arch/earm/current_folder_research.md	6	6	0	ok
sources/os/bsd/netbsd-src/lib/csu/arch/hppa	Docs/researches/sources/os/bsd/netbsd-src/lib/csu/arch/hppa/current_folder_research.md	6	6	0	ok
sources/os/bsd/netbsd-src/lib/csu/arch/i386	Docs/researches/sources/os/bsd/netbsd-src/lib/csu/arch/i386/current_folder_research.md	6	6	0	ok
sources/os/bsd/netbsd-src/lib/csu/arch/ia64	Docs/researches/sources/os/bsd/netbsd-src/lib/csu/arch/ia64/current_folder_research.md	6	6	0	ok
sources/os/bsd/netbsd-src/lib/csu/arch/m68k	Docs/researches/sources/os/bsd/netbsd-src/lib/csu/arch/m68k/current_folder_research.md	6	6	0	ok
sources/os/bsd/netbsd-src/lib/csu/arch/mips	Docs/researches/sources/os/bsd/netbsd-src/lib/csu/arch/mips/current_folder_research.md	6	6	0	ok
sources/os/bsd/netbsd-src/lib/csu/arch/or1k	Docs/researches/sources/os/bsd/netbsd-src/lib/csu/arch/or1k/current_folder_research.md	6	6	0	ok
sources/os/bsd/netbsd-src/lib/csu/arch/powerpc	Docs/researches/sources/os/bsd/netbsd-src/lib/csu/arch/powerpc/current_folder_research.md	6	6	0	ok
sources/os/bsd/netbsd-src/lib/csu/arch/riscv	Docs/researches/sources/os/bsd/netbsd-src/lib/csu/arch/riscv/current_folder_research.md	6	6	0	ok
sources/os/bsd/netbsd-src/lib/csu/arch/sh3	Docs/researches/sources/os/bsd/netbsd-src/lib/csu/arch/sh3/current_folder_research.md	6	6	0	ok
sources/os/bsd/netbsd-src/lib/csu/arch/sparc	Docs/researches/sources/os/bsd/netbsd-src/lib/csu/arch/sparc/current_folder_research.md	6	6	0	ok
sources/os/bsd/netbsd-src/lib/csu/arch/sparc64	Docs/researches/sources/os/bsd/netbsd-src/lib/csu/arch/sparc64/current_folder_research.md	6	6	0	ok
sources/os/bsd/netbsd-src/lib/csu/arch/vax	Docs/researches/sources/os/bsd/netbsd-src/lib/csu/arch/vax/current_folder_research.md	7	7	0	ok
sources/os/bsd/netbsd-src/lib/csu/arch/x86_64	Docs/researches/sources/os/bsd/netbsd-src/lib/csu/arch/x86_64/current_folder_research.md	6	6	0	ok
sources/os/bsd/netbsd-src/lib/libarch/powerpc/espresso	Docs/researches/sources/os/bsd/netbsd-src/lib/libarch/powerpc/espresso/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/libarch/sparc/v8	Docs/researches/sources/os/bsd/netbsd-src/lib/libarch/sparc/v8/current_folder_research.md	2	2	0	ok
sources/os/bsd/netbsd-src/lib/libc/arch/aarch64	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/arch/aarch64/current_folder_research.md	2	27	6	ok
sources/os/bsd/netbsd-src/lib/libc/arch/alpha	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/arch/alpha/current_folder_research.md	2	22	6	ok
sources/os/bsd/netbsd-src/lib/libc/arch/arm	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/arch/arm/current_folder_research.md	2	48	8	ok
sources/os/bsd/netbsd-src/lib/libc/arch/hppa	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/arch/hppa/current_folder_research.md	3	26	5	ok
sources/os/bsd/netbsd-src/lib/libc/arch/i386	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/arch/i386/current_folder_research.md	2	33	5	ok
sources/os/bsd/netbsd-src/lib/libc/arch/ia64	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/arch/ia64/current_folder_research.md	2	21	5	ok
sources/os/bsd/netbsd-src/lib/libc/arch/m68k	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/arch/m68k/current_folder_research.md	3	72	8	ok
sources/os/bsd/netbsd-src/lib/libc/arch/mips	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/arch/mips/current_folder_research.md	2	26	6	ok
sources/os/bsd/netbsd-src/lib/libc/arch/or1k	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/arch/or1k/current_folder_research.md	3	25	6	ok
sources/os/bsd/netbsd-src/lib/libc/arch/powerpc	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/arch/powerpc/current_folder_research.md	2	26	7	ok
sources/os/bsd/netbsd-src/lib/libc/arch/powerpc64	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/arch/powerpc64/current_folder_research.md	2	23	5	ok
sources/os/bsd/netbsd-src/lib/libc/arch/riscv	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/arch/riscv/current_folder_research.md	2	21	5	ok
sources/os/bsd/netbsd-src/lib/libc/arch/sh3	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/arch/sh3/current_folder_research.md	2	30	6	ok
sources/os/bsd/netbsd-src/lib/libc/arch/sparc	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/arch/sparc/current_folder_research.md	2	22	5	ok
sources/os/bsd/netbsd-src/lib/libc/arch/sparc64	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/arch/sparc64/current_folder_research.md	2	28	6	ok
sources/os/bsd/netbsd-src/lib/libc/arch/vax	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/arch/vax/current_folder_research.md	3	31	5	ok
sources/os/bsd/netbsd-src/lib/libc/arch/x86_64	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/arch/x86_64/current_folder_research.md	2	27	5	ok
sources/os/bsd/netbsd-src/lib/libc/citrus/modules	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/citrus/modules/current_folder_research.md	47	47	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/arch	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/arch/current_folder_research.md	0	207	17	ok
sources/os/bsd/netbsd-src/lib/libc/compat/db	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/db/current_folder_research.md	1	3	1	ok
sources/os/bsd/netbsd-src/lib/libc/compat/include	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/include/current_folder_research.md	24	26	1	ok
sources/os/bsd/netbsd-src/lib/libc/compat/locale	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/locale/current_folder_research.md	3	3	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/net	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/net/current_folder_research.md	4	4	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/rpc	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/rpc/current_folder_research.md	3	3	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/stdio	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/stdio/current_folder_research.md	3	3	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/stdlib	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/stdlib/current_folder_research.md	4	4	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/sys	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/sys/current_folder_research.md	48	48	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/time	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/time/current_folder_research.md	4	4	0	ok
